timestamp	filename	caption	location_lat	location_lng	location_alt	location_acc	slug	hashtag_names
1706653478	20240130222438_2ca20.png	アオハタほかマダイ、レンコダイ、カサゴが一緒に釣れました。	-1.0	-1.0	0.0	0.0	20240130222438_2ca20	中四国魚;＃隠岐諸島周辺水深約80m
1706926004	20240203020644_07962.png		34.67509548489981	131.70044580992868	-1.5748175894841552	4.763053011302835	20240203020644_07962	中四国魚
